node_station,client_count,x_station,y_station,station_count
25301543,196,-77.61336,38.214040000000004,1
25302190,469,-77.51883000000001,38.06154,1
25302223,13,-77.47953000000001,37.9315,1
25302623,11,-77.46504,37.93786,1
25302985,272,-77.52606999999999,38.09004,2
25303161,391,-77.58688000000001,38.20281,1
25303665,260,-77.46935,38.20341,1
25303830,874,-77.43088,37.58525,2
25303931,360,-77.42602,37.58938,2
25304081,533,-77.42314,37.5818,2
25304135,257,-77.41786,37.58531,1
25304423,78,-77.42569,37.6196,1
25306144,232,-77.38683,37.639359999999996,1
25306151,40,-77.38084,37.62828,1
25306463,755,-77.40296,37.69185,1
25306608,66,-77.38364,37.7077,1
25306620,148,-77.37546999999999,37.72263,1
25306837,74,-77.31734,37.59043,1
25306883,293,-77.33655,37.636990000000004,1
25306934,225,-77.29149,37.58315,1
25307882,303,-77.42259,37.90548,1
25307919,106,-77.4127,37.89969,2
25308210,131,-77.30183000000001,37.81347,1
25308311,111,-77.29985,37.90798,2
25308380,48,-77.25461,37.64288,1
25308400,79,-77.24595,37.64659,2
25308440,109,-77.19516999999999,37.64202,1
25309551,262,-77.21226999999999,37.79124,1
25309903,150,-77.11607,37.80178,1
25310575,78,-77.37365,38.02309,1
25310585,124,-77.37215,38.026070000000004,1
25311321,268,-77.43202,38.15186,1
25311662,83,-77.38856,38.199329999999996,1
25312034,56,-77.23912,37.99017,1
25312070,52,-77.24888,38.03906,1
25312442,124,-77.14133000000001,37.97047,1
25312972,49,-77.25908000000001,38.17237,1
25313147,36,-77.19747,38.16179,1
25313495,51,-77.13637,38.09438,1
25313903,209,-77.11435,38.2264,1
25314663,19,-77.72794,38.325790000000005,1
25314981,333,-77.64787,38.253840000000004,1
25315026,21,-77.66979,38.31021,1
25316446,479,-77.57148000000001,38.28682,1
25316724,122,-77.53259,38.308479999999996,1
25317072,45,-77.49757,38.2552,1
25317130,371,-77.49122,38.26623,1
25317147,339,-77.51181,38.27963,2
25317324,145,-77.4898,38.27982,1
25317515,115,-77.48275,38.31635,2
25317692,967,-77.46745,38.29331,1
25317749,52,-77.45649,38.29473,1
25317781,103,-77.45716,38.29983,1
25318002,139,-77.45167,38.306740000000005,1
25318077,116,-77.44836,38.31086,2
25318220,86,-77.4956,38.33755,1
25318391,192,-77.47576,38.32942,1
25318499,18,-77.44581,38.38218,3
25318502,32,-77.44296,38.38513,2
25318583,236,-77.57611999999999,38.428059999999995,2
25318949,458,-77.48844,38.448890000000006,1
25319019,168,-77.46229,38.44761,4
25319039,227,-77.46278000000001,38.465340000000005,1
25319082,1256,-77.43658,38.473929999999996,1
25323664,20,-77.51276,38.74414,1
25324231,1071,-77.48664000000001,38.73638,1
25324624,130,-77.49129,38.7533,2
25325563,6,-77.51633000000001,38.80185,2
25325970,649,-77.48732,38.76875,2
25326040,843,-77.49653,38.78455,1
25326103,993,-77.49093,38.78393,1
25326264,296,-77.47878,38.769420000000004,2
25326288,428,-77.48385,38.78003,1
25326332,398,-77.48092,38.778420000000004,1
25326975,464,-77.47509000000001,38.73911,1
25327270,564,-77.46239,38.74657,1
25327304,375,-77.45766,38.740559999999995,1
25327345,787,-77.47458,38.74755,1
25327364,73,-77.47247,38.75107,1
25327371,214,-77.47594000000001,38.75507,1
25327398,30,-77.47067,38.75128,1
25327410,184,-77.4684,38.75155,4
25327482,260,-77.47131999999999,38.75805,1
25327743,661,-77.46361999999999,38.76403,2
25328192,1494,-77.44976,38.75244,1
25328427,1062,-77.47084,38.77336,1
25328509,369,-77.47383,38.78199,1
25328613,655,-77.46963000000001,38.78405,1
25328794,820,-77.45889,38.7742,1
25328932,821,-77.47522,38.79011,1
25329154,580,-77.46525,38.78966,2
25329457,98,-77.45136,38.776709999999994,2
25329518,2473,-77.44698000000001,38.76809,1
25329591,322,-77.45055,38.78022,2
25329599,497,-77.449,38.78714,1
25329829,450,-77.4476,38.7934,1
25330423,24,-77.47995999999999,38.814,1
25330683,1343,-77.48151999999999,38.84297,1
25332181,529,-77.4472,38.81358,1
25332688,141,-77.4372,38.82687,1
25334747,635,-77.45116999999999,38.85335,4
25334748,450,-77.45071999999999,38.85439,1
25335593,4,-77.44188,38.87578,1
25336157,620,-77.41753,38.32948,2
25336261,222,-77.38472,38.3838,1
25336374,64,-77.32708000000001,38.235079999999996,1
25336985,1493,-77.4047,38.43958,2
25337208,571,-77.37523,38.39942,1
25337443,280,-77.38306,38.49521,1
25337460,590,-77.37694,38.497440000000005,1
25338995,230,-77.18436,38.26848,1
25339013,65,-77.15032,38.239059999999995,1
25339138,153,-77.11054,38.29959,1
25339252,107,-77.11849000000001,38.33489,1
25343523,571,-77.30953000000001,38.71852,1
25345787,258,-77.384,38.74409,1
25346659,432,-77.38726,38.78099,2
25347037,231,-77.36874,38.77848,1
25347834,1220,-77.42626,38.82842,1
25348389,507,-77.43047,38.835809999999995,1
25348751,214,-77.42579,38.83895,5
25348818,607,-77.4185,38.82956,1
25349186,721,-77.41279,38.8304,1
25349349,445,-77.41031,38.839620000000004,1
25350247,988,-77.42291999999999,38.8784,1
25350627,488,-77.41842,38.889109999999995,1
25350986,402,-77.39858000000001,38.85283,4
25351879,307,-77.39774,38.881040000000006,1
25352127,411,-77.38963000000001,38.842079999999996,1
25352598,47,-77.36445,38.82953,1
25352692,309,-77.3733,38.84774,1
25352765,68,-77.35967,38.83067,1
25352975,935,-77.36336999999999,38.84752,1
25353415,138,-77.38292,38.85601,1
25353898,341,-77.38591,38.881479999999996,1
25354190,641,-77.37773,38.87355,1
25354468,1116,-77.37111999999999,38.859320000000004,2
25354801,1591,-77.3664,38.8661,1
25356003,323,-77.35965,38.88637,1
25356447,476,-77.34016,38.75886,1
25356580,230,-77.31998,38.72729,1
25358797,197,-77.30718,38.75835,1
25359961,257,-77.30915,38.78241,1
25360098,118,-77.30075,38.77495,2
25360246,88,-77.29928000000001,38.78667,4
25361281,255,-77.28319,38.77398,1
25361392,934,-77.2876,38.78783,1
25362067,387,-77.29225,38.799440000000004,2
25362479,535,-77.2734,38.7924,1
25362886,118,-77.35171,38.81986,1
25363083,53,-77.34891,38.832390000000004,1
25363277,370,-77.33779,38.84922,1
25363513,284,-77.31464,38.81221,2
25364137,302,-77.31373,38.84854,1
25364780,101,-77.34506999999999,38.88791,1
25364812,223,-77.33802,38.87474,1
25364840,98,-77.33845,38.87976,1
25364923,297,-77.33753,38.88207,1
25365047,167,-77.32512,38.853320000000004,1
25365353,138,-77.3291,38.8708,1
25366311,336,-77.29863,38.82642,1
25366410,361,-77.31178,38.83506,3
25366703,247,-77.30644000000001,38.84898,1
25366707,181,-77.30529,38.84597,1
25367148,346,-77.28386,38.813179999999996,1
25367443,207,-77.2747,38.81595,1
25367494,527,-77.28024,38.8226,1
25367761,406,-77.28829,38.83712,1
25367921,549,-77.28430999999999,38.842890000000004,1
25368108,389,-77.27855,38.84199,1
25368318,254,-77.31118000000001,38.86902,1
25368890,579,-77.30741,38.87516,1
25369033,797,-77.30077,38.87512,1
25369262,208,-77.30183000000001,38.88677,1
25370032,570,-77.28622,38.87619,1
25370277,779,-77.27909,38.87124,1
25371556,24,-77.23999,38.674040000000005,1
25372293,366,-77.2409,38.72305,1
25372481,159,-77.2262,38.67431,1
25372950,542,-77.22799,38.70552,4
25373036,420,-77.21853,38.692840000000004,1
25373127,725,-77.21298,38.69845,1
25373578,283,-77.20885,38.68718,4
25373662,213,-77.20968,38.70534,2
25374036,807,-77.20328,38.71438,1
25374254,258,-77.19873,38.711929999999995,1
25378701,35,-77.13062,38.71333,1
25379313,569,-77.11728000000001,38.70766,2
25380392,1091,-77.27203,38.765440000000005,1
25381048,490,-77.25005999999999,38.72915,1
25381726,365,-77.2462,38.7478,1
25381941,667,-77.24750999999999,38.764790000000005,2
25384598,173,-77.23658,38.77857,1
25384742,1485,-77.24855,38.797909999999995,1
25385957,404,-77.21212,38.74473,1
25386350,486,-77.22178000000001,38.765190000000004,1
25386479,375,-77.215,38.75249,1
25387062,125,-77.19868000000001,38.72935,1
25388871,625,-77.2065,38.7743,1
25390094,444,-77.26254,38.82026,1
25390631,915,-77.26724,38.83656,1
25390897,499,-77.25673,38.8294,1
25390984,276,-77.26073000000001,38.83965,1
25391374,524,-77.24620999999999,38.8237,1
25391388,350,-77.24328,38.82114,1
25391726,403,-77.23886,38.82526,1
25392039,274,-77.24356999999999,38.84126,1
25392321,272,-77.23439,38.8479,1
25392365,475,-77.27075,38.85801,2
25392923,328,-77.25546,38.86526,1
25393743,495,-77.24722,38.85065,1
25393820,518,-77.24641,38.86677,1
25394102,171,-77.2516,38.87265,1
25394210,517,-77.25027,38.883959999999995,1
25394385,9,-77.23139,38.87403,1
25394592,207,-77.22166,38.81118,3
25394601,583,-77.22235,38.81876,1
25395091,586,-77.21316,38.82481,1
25395241,385,-77.2242,38.83545,1
25395827,463,-77.2057,38.818059999999996,2
25396176,261,-77.19436,38.82691,1
25396419,492,-77.20271,38.84685,1
25396459,612,-77.19714,38.833420000000004,5
25396753,63,-77.22254000000001,38.85491,1
25396817,350,-77.23052,38.865390000000005,1
25396881,4,-77.22525,38.8659,1
25397015,711,-77.21517,38.85177,1
25397289,125,-77.21373,38.86468,1
25397489,360,-77.22157,38.87891,1
25397531,229,-77.22654,38.88366,1
25397637,105,-77.22585,38.88986,1
25398351,519,-77.20538,38.86305,1
25398360,1003,-77.20379,38.8629,1
25398456,279,-77.19771999999999,38.853190000000005,1
25399220,589,-77.1912,38.871559999999995,1
25399279,767,-77.19932,38.88238,1
25400034,201,-77.18382,38.757740000000005,1
25400856,281,-77.16201,38.7667,1
25401117,37,-77.15531,38.76672,1
25401389,307,-77.18394,38.77071,1
25401580,516,-77.18564,38.78327,1
25401781,593,-77.17137,38.76872,1
25402028,1181,-77.18643,38.79322,1
25402230,116,-77.18425,38.80203,1
25402309,65,-77.17823,38.79245,1
25403001,261,-77.1533,38.77053,1
25403309,3,-77.166,38.8,1
25403385,991,-77.16408,38.80135,1
25404014,806,-77.13973,38.75197,1
25404057,1585,-77.14684,38.757529999999996,1
25405490,494,-77.1473,38.77818,2
25405626,515,-77.1351,38.77173,1
25405776,421,-77.13541,38.77923,1
25405881,389,-77.12965,38.7841,2
25406059,496,-77.14825,38.8027,1
25406136,3229,-77.13878000000001,38.807809999999996,3
25406739,587,-77.1142,38.76916,1
25406806,377,-77.11135999999999,38.77454,1
25407379,209,-77.11319,38.80424,2
25407450,220,-77.18648,38.81308,2
25407471,288,-77.18701999999999,38.81566,1
25407673,552,-77.17793,38.81194,3
25407876,157,-77.18619,38.83193,1
25408934,148,-77.15844,38.82156,1
25409003,983,-77.15014000000001,38.81966,1
25409405,277,-77.15543000000001,38.83402,1
25409449,165,-77.15638,38.83684,1
25409472,276,-77.15222,38.831990000000005,1
25410133,205,-77.17251,38.85893,1
25410146,556,-77.17884000000001,38.8609,1
25410598,650,-77.17656,38.87964,1
25410610,627,-77.17446,38.87277,1
25410743,212,-77.17744,38.88635,1
25410796,306,-77.17094,38.88626,2
25410910,409,-77.16571,38.86054,1
25411363,199,-77.16107,38.87203,1
25411635,106,-77.15443,38.87025,1
25411787,922,-77.15366,38.87784,1
25412273,411,-77.14796,38.82866,1
25412319,865,-77.14271,38.82193,1
25412562,531,-77.13376,38.81412,1
25412652,1524,-77.13889,38.8201,1
25412788,3156,-77.12961,38.82642,1
25413082,1529,-77.14174,38.84367,1
25413566,2221,-77.12167,38.812290000000004,1
25413817,117,-77.113,38.81183,1
25413850,424,-77.11501,38.8179,1
25413891,1189,-77.1096,38.81196,1
25414269,2096,-77.12174,38.84153,1
25414456,1066,-77.11022,38.82975,1
25414767,1092,-77.14231,38.85754,1
25414806,1391,-77.14948000000001,38.863929999999996,1
25414905,399,-77.14317,38.86717,1
25414979,443,-77.13613000000001,38.85409,4
25415197,1422,-77.13614,38.86613,2
25415235,483,-77.12897,38.86326,1
25415425,888,-77.14076,38.87352,3
25415587,506,-77.14069,38.88515,4
25415767,697,-77.12944,38.87611,1
25416024,449,-77.12388,38.855709999999995,1
25416067,2563,-77.11965,38.85352,1
25417143,741,-77.11586,38.875659999999996,1
25417163,272,-77.11493,38.87978,1
25417230,208,-77.10905,38.8799,1
25417233,47,-77.11813000000001,38.882020000000004,1
25417375,253,-77.11219,38.88557,1
25419076,196,-77.02309,37.726079999999996,1
25420438,212,-76.9342,37.63264,1
25421983,106,-76.79396,37.62828,1
25422316,87,-76.94324,37.782540000000004,1
25422600,95,-76.91041,37.86527,1
25422927,46,-76.78094,37.800909999999995,1
25423472,159,-77.07007,37.97505,1
25423725,68,-77.05377,37.9982,1
25423851,229,-76.98314,37.93646,1
25423874,276,-76.95525,37.939609999999995,1
25423949,57,-77.01125,38.00132,1
25423995,148,-76.99292,38.013690000000004,1
25425861,189,-76.85914,37.92541,1
25425909,175,-76.86135,37.92884,1
25426539,168,-76.8485,38.002720000000004,1
25426577,117,-76.86166,38.04306,2
25426773,98,-76.89559,38.08015,1
25426781,46,-76.88939,38.075520000000004,1
25427003,194,-76.83883,38.094,2
25427009,94,-76.82814,38.09499,2
25429167,121,-76.77928,37.804629999999996,1
25429303,253,-76.72331,37.75704,1
25431758,73,-76.68814,37.90521,1
25432203,88,-76.58301,37.636,1
25432552,211,-76.56636,37.60147,1
25437894,256,-76.5527,37.74556,5
25437928,344,-76.56987,37.80081,2
25438011,150,-76.60512,37.85207,1
25438074,36,-76.58118,37.8467,1
25438501,88,-76.50820999999999,37.77084,1
25438507,78,-76.51326999999999,37.77691,1
25438547,111,-76.52159,37.795790000000004,1
25438651,53,-76.47509000000001,37.791709999999995,1
25438973,174,-76.74633,37.94081,1
25438979,65,-76.7747,37.960640000000005,1
25438986,194,-76.7579,37.958529999999996,1
25439002,166,-76.75525999999999,37.96367,1
25439024,29,-76.74914,37.95176,1
25439669,133,-76.66724,37.95048,1
25439765,199,-76.64837,37.94975,1
25440026,122,-76.64639,38.07005,2
25440040,109,-76.62379,38.042429999999996,3
25440114,464,-76.72426999999999,38.09668,1
25440655,248,-76.60415,37.949,1
25440703,205,-76.54646,37.912,1
25440773,53,-76.55382,37.96682,1
25440809,51,-76.61197,38.023720000000004,1
25440815,53,-76.60289,38.01863,1
25440836,275,-76.58815,38.0078,1
25441328,42,-76.51816,37.95738,2
25441429,24,-76.47126,37.91638,3
25442728,179,-77.04523,38.26123,1
25443065,503,-77.048,38.35279,1
25443248,46,-76.98349,38.24818,1
25447475,641,-77.08675,38.71107,1
25448628,846,-77.06141,38.71934,1
25448657,893,-77.05861,38.72611,1
25452816,547,-77.09391,38.72858,1
25453934,317,-77.07958,38.74335,1
25454114,645,-77.07311999999999,38.73792,1
25454255,532,-77.08301999999999,38.75025,1
25454409,2212,-77.08363,38.75735,1
25454438,1428,-77.08431999999999,38.7634,1
25455094,313,-77.10093,38.783190000000005,1
25455159,497,-77.09701,38.77272,1
25455308,535,-77.09782,38.7844,1
25455470,462,-77.10519000000001,38.79138,1
25455688,149,-77.10183,38.80431,1
25455725,261,-77.09539000000001,38.791579999999996,1
25455842,234,-77.09498,38.80229,1
25455898,176,-77.09115,38.80346,3
25455961,1174,-77.08652,38.77653,1
25456013,371,-77.08071,38.77547,1
25456258,467,-77.07027,38.77152,1
25456375,543,-77.0733,38.7841,1
25456600,105,-77.08246,38.7952,1
25456707,270,-77.08278,38.80762,2
25457109,416,-77.07285999999999,38.80281,1
25457594,401,-77.0571,38.74375,1
25457649,261,-77.05566999999999,38.73337,2
25457745,432,-77.04889,38.735479999999995,1
25457758,193,-77.05436,38.73697,1
25458732,266,-77.06235,38.77252,1
25459121,148,-77.05355,38.780409999999996,1
25459360,500,-77.06518,38.804970000000004,1
25459422,678,-77.05998000000001,38.80435,1
25459439,121,-77.05973,38.80672,1
25459469,905,-77.05728,38.80641,1
25459859,1442,-77.04918,38.80536,1
25460303,1901,-77.10791,38.817890000000006,1
25460345,708,-77.10106999999999,38.8109,2
25460504,118,-77.10521,38.82436,1
25460565,219,-77.10181,38.82868,1
25460731,258,-77.08958,38.81597,1
25461124,1930,-77.10049000000001,38.835370000000005,1
25461792,455,-77.08954,38.84476,1
25462209,502,-77.07419,38.81641,2
25462398,490,-77.07159,38.82212,1
25462618,1200,-77.07964,38.8326,1
25462716,323,-77.08572,38.8436,1
25462868,1788,-77.08068,38.84847,1
25463321,316,-77.06724,38.84823,1
25463769,1088,-77.08910999999999,38.85362,1
25464008,2072,-77.10462,38.87342,1
25464325,2933,-77.10070999999999,38.88452,3
25464490,657,-77.09439,38.87895,1
25464507,639,-77.09101,38.87314,1
25464646,432,-77.09499,38.88747,1
25464652,1717,-77.0941,38.88812,1
25464655,12,-77.09324000000001,38.88868,1
25464863,947,-77.08408,38.86333,2
25465251,1730,-77.06721999999999,38.860440000000004,1
25465426,642,-77.08391999999999,38.87162,4
25465692,709,-77.08729,38.88066,1
25465816,807,-77.08352,38.88823,1
25465903,925,-77.07958,38.88834,1
25465913,2218,-77.07893,38.89011,1
25466384,500,-77.06475999999999,38.813359999999996,2
25466392,493,-77.06407,38.81172,3
25466514,826,-77.06300999999999,38.82009,2
25466539,616,-77.06589,38.82728,2
25466607,859,-77.05892,38.8276,3
25466660,1517,-77.05637,38.813759999999995,1
25466705,826,-77.04687,38.81089,1
25466851,1783,-77.04741,38.82142,3
25467104,1958,-77.0602,38.83457,1
25467140,562,-77.06705,38.83979,1
25467170,1368,-77.06357,38.84196,1
25467474,154,-77.05279,38.84815,1
25467654,64,-77.04525,38.813,1
25467666,890,-77.04194,38.81258,1
25467769,916,-77.04144000000001,38.814859999999996,1
25468432,610,-77.06134,38.85326,1
25468876,616,-77.05246,38.85248,1
25468881,989,-77.05237,38.85351,1
25468908,290,-77.05228000000001,38.85627,1
25468930,1,-77.05058000000001,38.85006,1
25469063,504,-77.05236,38.864709999999995,3
25469459,4,-77.06528,38.8701,1
25469813,2,-77.06206999999999,38.88493,1
25534108,223,-77.49731,38.92069,1
25534182,304,-77.48793,38.91702,4
25534359,362,-77.49208,38.97014,3
25534692,157,-77.47567,38.91234,1
25534820,216,-77.45428000000001,38.903729999999996,1
25536649,7,-77.48066,38.997679999999995,2
25537077,482,-77.49839,39.03371,1
25537337,640,-77.49342,39.03327,1
25538637,3,-77.43838000000001,38.97912,1
25541599,1048,-77.46839,39.06493,11
25549120,513,-77.42695,38.89241,2
25549419,429,-77.41542,38.91073,1
25549453,38,-77.42613,38.92982,1
25550053,662,-77.40499,38.89993,1
25550525,205,-77.41495,38.92905,1
25551183,109,-77.42938000000001,38.9555,5
25551482,1012,-77.42284000000001,38.96208,3
25551949,1924,-77.40741,38.95115,1
25552343,405,-77.41072,38.95879,1
25552566,1004,-77.40657,38.969879999999996,1
25552741,827,-77.39751,38.96131,1
25552930,471,-77.39765,38.97018,3
25554052,674,-77.37427,38.908970000000004,1
25554412,337,-77.36223000000001,38.910579999999996,1
25554875,340,-77.35444,38.92245,1
25555103,649,-77.39076999999999,38.94368,1
25555182,235,-77.38691999999999,38.94812,2
25555234,721,-77.37966,38.934779999999996,1
25555485,597,-77.37695,38.9482,1
25555661,30,-77.38287,38.95476,1
25555700,389,-77.38534,38.961659999999995,1
25555724,536,-77.39165,38.96935,1
25555788,43,-77.38613000000001,38.969640000000005,3
25555936,199,-77.38235999999999,38.96294,1
25555964,556,-77.3837,38.9713,1
25557116,342,-77.35497,38.95731,7
25557118,463,-77.35466,38.95868,1
25557428,2,-77.43448000000001,38.97925,1
25557883,1288,-77.41601999999999,38.99505,1
25558109,241,-77.40896,38.976820000000004,5
25558304,336,-77.40177,38.977990000000005,1
25558390,837,-77.3981,38.98187,1
25558714,762,-77.40664,38.995129999999996,2
25558773,379,-77.41458,39.00719,2
25558981,1116,-77.39833,38.993990000000004,1
25559104,448,-77.40149,39.008390000000006,1
25561263,552,-77.38746,38.98894,1
25563534,223,-77.36072,39.0087,1
25563540,171,-77.3578,39.00737,1
25563722,744,-77.38472,39.021640000000005,1
25563732,411,-77.39165,39.02531,1
25564940,347,-77.38275,39.05093,1
25565365,721,-77.36267,39.0207,1
25566157,1222,-77.35699,39.038270000000004,1
25566962,422,-77.3444,38.92608,2
25567851,359,-77.32336,38.9286,1
25568383,181,-77.3451,38.93844,1
25568521,225,-77.34903,38.95095,1
25568947,23,-77.3418,38.947959999999995,2
25568952,5,-77.34014,38.95125,1
25568988,113,-77.33576,38.94263,1
25569573,266,-77.33476999999999,38.95346,1
25570203,569,-77.32651,38.93521,1
25570306,665,-77.32449,38.94075,1
25570579,67,-77.31697,38.94357,1
25570735,538,-77.33256,38.965959999999995,1
25571049,415,-77.30449,38.891420000000004,1
25571166,95,-77.30304,38.90947,1
25571286,118,-77.30036,38.90371,1
25572025,236,-77.28058,38.90038,1
25572122,661,-77.27743000000001,38.90221,1
25572807,414,-77.2737,38.92694,1
25572897,431,-77.30625,38.93862,1
25573957,277,-77.28404,38.94907,1
25574311,234,-77.29146,38.967259999999996,1
25574709,268,-77.34946,38.9772,1
25575083,1033,-77.34623,38.983540000000005,1
25575373,815,-77.33551,38.97845,1
25575506,459,-77.34096,38.98498,1
25575736,152,-77.35324,39.00172,1
25575964,375,-77.33339000000001,38.97229,1
25576097,262,-77.32934,38.989540000000005,1
25576820,548,-77.33836,39.03198,1
25577799,167,-77.31175,38.98537,1
25577947,327,-77.29664,38.97358,2
25578599,88,-77.28633,38.99743,2
25578859,130,-77.30501,39.0293,1
25578992,305,-77.29438,39.0284,2
25589478,502,-77.26805999999999,38.9007,2
25589652,285,-77.25659,38.89297,1
25589687,586,-77.25591999999999,38.898179999999996,1
25589720,176,-77.25798,38.90732,1
25589886,415,-77.26503000000001,38.91209,1
25590045,67,-77.26524,38.92579,1
25590066,153,-77.2638,38.925259999999994,1
25590312,802,-77.25398,38.92246,1
25590475,365,-77.24775,38.905159999999995,1
25590987,303,-77.24246,38.91695,1
25591202,437,-77.23782,38.91621,1
25591379,73,-77.23644,38.92391,1
25591395,328,-77.2393,38.92678,4
25591456,2135,-77.23203000000001,38.9288,1
25591517,17,-77.26748,38.93695,2
25591546,222,-77.26433,38.933690000000006,1
25591729,214,-77.2653,38.9487,1
25592120,469,-77.26082,38.96029,1
25592540,162,-77.23889,38.937509999999996,1
25593081,150,-77.22511999999999,38.891870000000004,1
25593125,161,-77.22443,38.8979,1
25593259,248,-77.22310999999999,38.903290000000005,1
25593368,211,-77.21521,38.89638,1
25593433,549,-77.2114,38.89161,1
25593536,828,-77.21692,38.90764,1
25593737,1,-77.22708,38.91577,1
25593912,5,-77.22125,38.92018,4
25594174,898,-77.21788000000001,38.91596,1
25594438,4,-77.21509,38.92465,1
25594446,50,-77.21356,38.92613,2
25594458,39,-77.21254,38.92325,1
25594540,1214,-77.20707,38.89602,1
25594781,1329,-77.20286,38.90258,1
25595017,186,-77.19038,38.89464,1
25595451,674,-77.20581999999999,38.92669,1
25595716,154,-77.2001,38.92125,1
25595813,474,-77.19847,38.93043,1
25595927,438,-77.22705,38.93363,1
25595947,220,-77.23037,38.94149,1
25596103,196,-77.22334000000001,38.94164,1
25596139,153,-77.22259,38.95082,1
25596172,137,-77.22032,38.9338,1
25596234,35,-77.21746999999999,38.93319,2
25596386,290,-77.21446999999999,38.94328,1
25596458,109,-77.22618,38.9527,1
25596525,334,-77.22556,38.95778,1
25597174,304,-77.1948,38.94747,1
25597180,79,-77.19519,38.9506,1
25597223,157,-77.20848000000001,38.9592,1
25598915,433,-77.26898,39.02159,1
25603528,359,-77.1823,38.89164,1
25603616,743,-77.1822,38.89974,1
25603812,461,-77.17285,38.89383,1
25604003,223,-77.18821,38.912490000000005,1
25604128,463,-77.18004,38.91878,2
25604248,331,-77.18275,38.92657,1
25604840,364,-77.16473,38.91088,1
25605016,556,-77.15694,38.89897,1
25605388,519,-77.16067,38.91554,1
25605484,552,-77.1664,38.92745,1
25605708,325,-77.15746,38.92365,1
25605961,228,-77.18674,38.93764,1
25607092,199,-77.16503,38.94807,1
25607122,91,-77.16028,38.9469,1
25607243,165,-77.15812,38.94245,1
25607293,155,-77.15154,38.94336,1
25607700,127,-77.15785,38.96366,1
25607925,733,-77.14493,38.89452,1
25608147,414,-77.13984,38.90931,1
25608171,521,-77.13594,38.89108,1
25608204,439,-77.13775,38.89634,1
25608259,375,-77.12968000000001,38.891420000000004,1
25608451,488,-77.12991,38.90611,1
25608792,413,-77.1373,38.9151,1
25608822,287,-77.13551,38.91342,1
25609148,639,-77.12947,38.9216,1
25609381,1042,-77.12243000000001,38.89601,1
25609453,369,-77.12678000000001,38.9014,1
25609669,1355,-77.11341999999999,38.89693,1
25610134,292,-77.11903000000001,38.91595,1
25610142,212,-77.11992,38.9196,1
25610442,332,-77.11341,38.91125,1
25610856,133,-77.1442,38.94341,1
25611333,5,-77.14834,38.9607,2
25612143,286,-77.12729,38.9362,1
25680600,539,-77.10367,38.89065,1
25680651,427,-77.10418,38.8961,1
25680916,364,-77.10298,38.900729999999996,1
25681096,466,-77.09286,38.89374,1
25682153,63,-77.0861,38.89058,2
25682359,470,-77.08202,38.89817,1
25682382,1180,-77.07885,38.89764,1
25682599,2127,-77.0765,38.89082,1
25682674,394,-77.07549,38.89882,1
25682713,1,-77.07255,38.89795,1
25682752,24,-77.07145,38.8911,1
25682793,17,-77.07182,38.89314,1
26030935,658,-76.41966,37.66149,1
26031006,77,-76.40508,37.6405,1
26031082,131,-76.39447,37.64591,2
26031543,98,-76.41618000000001,37.665079999999996,1
26031965,126,-76.3801,37.71038,1
26032897,369,-76.37823,37.815090000000005,1
26034648,133,-76.35074,37.885,1
26034691,26,-76.34245,37.88208,3
26035415,312,-76.27776999999999,37.817009999999996,1
26036317,163,-76.26425,37.866859999999996,1
26036792,424,-76.44251,37.9174,1
26041693,373,-75.81276,37.62945,1
26041697,268,-75.81376,37.63065,1
26075445,145,-75.73715,37.614940000000004,1
26075476,66,-75.7382,37.65635,1
26075946,22,-75.72202,37.68874,1
26075958,224,-75.71621,37.6908,1
26076016,574,-75.73969,37.7104,1
26076034,19,-75.72805,37.70688,1
26076086,74,-75.7005,37.60929,1
26076103,219,-75.69574,37.605979999999995,3
26077024,124,-75.6952,37.70944,1
26077062,123,-75.68117,37.742309999999996,1
26077134,143,-75.67130999999999,37.72675,1
26077171,227,-75.6485,37.7355,1
26080115,534,-75.65453000000001,37.78243,1
26080133,136,-75.65071,37.78103,1
26083648,141,-75.58792,37.81967,2
26083717,338,-75.62311,37.82959,4
26083897,89,-75.5678,37.84492,1
26084806,365,-75.50458,37.9034,4
26087917,121,-75.4852,37.92415,3
26090498,541,-75.42899,38.01083,2
26945538,352,-77.19121,38.82142,2
26952685,44,-76.79579,37.17479,1
26955051,324,-77.46531,38.31067,1
26955129,363,-77.46195999999999,38.30532,2
26955310,106,-77.45966999999999,38.2974,1
26955900,575,-77.47662,38.29623,1
26956821,167,-77.45253000000001,38.27612,2
26956866,442,-77.47321,38.31668,2
26957285,174,-77.47542,38.28849,1
26957767,71,-79.68016999999999,36.64607,1
26957816,309,-79.23456999999999,37.34429,3
26958257,720,-77.38951999999999,38.97972,1
26959487,165,-77.64584,36.75204,2
26959505,81,-78.56294,37.30396,1
26960169,215,-75.62385,37.755359999999996,1
26960252,78,-78.86050999999999,36.71862,1
26960444,817,-78.44734,38.121159999999996,3
26960473,238,-81.82393,37.09431,1
26961319,58,-79.48557,36.5973,1
26961327,518,-78.91264,37.35035,1
26961371,150,-79.46029,36.55113,1
26961372,303,-79.45971999999999,36.55267,1
26961541,210,-75.5495,37.92218,1
26961577,129,-76.75505,37.77485,1
26961607,211,-80.63049000000001,37.32054,1
26961614,68,-81.10731,36.94471,1
26961628,1,-77.40015,38.955890000000004,1
26963287,160,-76.8017,37.82898,1
26964086,75,-76.60946,37.61065,1
26964612,1428,-76.49395,37.26667,1
